STATE/UT,DISTRICT,Year,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women,At Office premises,In places related to work,In Public Transport system,In other Places,Cruelty by Husband or his Relatives,Importation of Girls ,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women
HIMACHAL PRADESH,KULLU,2014,16,0,0,0,16,0,16,0,4,0,0,0,0,4,0,35,7,0,0,0,28,0,0,0,0,0,21,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
HIMACHAL PRADESH,LAHAUL & SPITI,2014,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
HIMACHAL PRADESH,MANDI,2014,47,0,0,0,47,2,45,0,33,0,0,0,33,0,0,101,19,5,0,15,62,15,0,0,0,15,50,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,267
HIMACHAL PRADESH,SHIMLA,2014,39,0,0,0,39,2,37,0,32,7,0,0,25,0,0,64,34,0,0,10,20,10,0,0,0,10,27,0,5,4,1,0,2,2,0,0,0,0,0,0,0,2,1,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,195
HIMACHAL PRADESH,SIRMAUR,2014,28,0,0,0,28,0,28,0,15,0,0,0,15,0,0,46,40,0,0,6,0,2,0,0,0,2,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,123
HIMACHAL PRADESH,SOLAN,2014,16,0,0,0,16,1,15,1,18,5,0,0,0,13,0,31,4,3,0,7,17,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,84
HIMACHAL PRADESH,UNA,2014,23,0,0,0,23,0,23,0,10,1,1,1,7,0,1,31,13,3,0,7,8,1,0,0,0,1,62,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,138
HIMACHAL PRADESH,TOTAL,2014,283,0,0,0,283,6,277,5,227,32,1,1,175,18,1,538,159,18,3,62,296,60,0,0,0,60,325,0,42,10,2,0,60,60,0,0,0,0,0,0,0,2,4,1,66,2,4,2,0,0,5,5,3,1,0,0,1,0,1644
JAMMU & KASHMIR,ANANTNAG,2014,19,0,0,0,19,0,19,0,62,35,0,0,27,0,0,123,0,123,0,0,0,0,0,0,0,0,9,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
JAMMU & KASHMIR,AWANTIPORA,2014,6,0,0,0,6,0,6,0,19,0,0,0,19,0,0,19,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,52
JAMMU & KASHMIR,BANDIPORA,2014,4,0,0,0,4,0,4,0,37,0,0,0,37,0,0,53,0,0,0,0,53,5,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,109
JAMMU & KASHMIR,BARAMULLA,2014,10,0,0,0,10,0,10,4,54,33,0,0,0,21,0,83,0,0,0,0,83,18,0,0,0,18,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
JAMMU & KASHMIR,BUDGAM,2014,9,0,0,0,9,0,9,0,46,0,0,0,0,46,0,30,0,0,0,0,30,6,0,0,0,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99
JAMMU & KASHMIR,CRIME JAMMU,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JAMMU & KASHMIR,DODA,2014,23,0,0,0,23,0,23,0,16,16,0,0,0,0,0,60,0,0,0,0,60,8,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
JAMMU & KASHMIR,GANDERBAL,2014,0,0,0,0,0,0,0,2,20,0,0,0,0,20,0,54,54,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
JAMMU & KASHMIR,HANDWARA,2014,3,0,0,0,3,0,3,0,24,0,0,0,0,24,0,80,0,0,0,0,80,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
JAMMU & KASHMIR,JAMMU,2014,68,0,0,0,68,0,68,0,60,0,0,0,0,60,4,81,0,0,0,0,81,52,0,0,0,52,159,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,432
JAMMU & KASHMIR,KARGIL,2014,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
JAMMU & KASHMIR,KATHUA,2014,18,0,0,0,18,0,18,4,33,33,0,0,0,0,1,43,0,0,0,0,43,15,0,0,0,15,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
JAMMU & KASHMIR,KISHTWAR,2014,6,0,0,0,6,0,6,0,18,18,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
JAMMU & KASHMIR,KULGAM,2014,7,0,0,0,7,0,7,0,39,39,0,0,0,0,0,171,0,0,0,0,171,13,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
JAMMU & KASHMIR,KUPWARA,2014,8,0,0,0,8,0,8,0,42,0,0,0,0,42,0,61,61,0,0,0,0,12,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,144
JAMMU & KASHMIR,LEH,2014,6,0,0,0,6,0,6,0,1,0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
JAMMU & KASHMIR,POONCH,2014,13,0,0,0,13,0,13,0,36,10,1,0,25,0,0,42,42,0,0,0,0,8,0,8,0,0,25,0,2,4,0,0,20,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151
JAMMU & KASHMIR,PULWAMA,2014,7,0,0,0,7,0,7,0,20,20,0,0,0,0,0,20,0,0,0,0,20,6,0,0,6,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
JAMMU & KASHMIR,RAILWAYS JAMMU,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
JAMMU & KASHMIR,RAILWAYS KASHMIR,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
JAMMU & KASHMIR,RAILWAYS KATRA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JAMMU & KASHMIR,RAJOURI,2014,39,0,0,0,39,0,39,1,60,0,0,0,60,0,0,65,65,0,0,0,0,17,0,0,0,17,71,0,9,12,1,0,6,6,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
JAMMU & KASHMIR,RAMBAN,2014,8,0,0,0,8,0,8,2,23,8,0,0,15,0,0,25,0,0,0,0,25,14,0,0,0,14,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,91
JAMMU & KASHMIR,REASI,2014,16,0,0,0,16,0,16,1,26,13,0,0,13,0,0,18,0,0,0,1,17,3,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
JAMMU & KASHMIR,SAMBA,2014,7,0,0,0,7,0,7,1,12,6,0,0,0,6,0,10,0,0,0,0,10,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
JAMMU & KASHMIR,SHOPIAN,2014,1,0,0,0,1,0,1,0,37,9,0,0,28,0,0,30,0,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
JAMMU & KASHMIR,SOPORE,2014,8,0,0,0,8,0,8,0,40,0,0,0,0,40,0,83,0,0,0,0,83,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,159
JAMMU & KASHMIR,SRINAGAR,2014,12,0,0,0,12,0,12,5,68,37,0,0,0,31,0,218,1,0,0,0,217,44,0,0,0,44,63,0,1,1,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,418
JAMMU & KASHMIR,UDHAMPUR,2014,30,0,0,0,30,0,30,0,18,8,0,0,10,0,0,23,0,0,0,0,23,13,0,0,0,13,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,107
JAMMU & KASHMIR,TOTAL,2014,331,0,0,0,331,0,331,20,813,285,1,0,236,291,5,1421,242,123,0,1,1055,237,0,8,6,223,467,0,38,25,2,0,29,28,1,0,0,0,1,0,1,3,2,0,25,5,23,1,0,0,0,1,1,0,0,0,0,2,3451
JHARKHAND,BOKARO,2014,63,0,0,0,63,0,63,0,97,0,0,0,97,0,18,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
JHARKHAND,CHAIBASA,2014,54,0,0,0,54,5,49,11,22,0,0,0,22,0,2,22,11,1,0,0,10,0,0,0,0,0,19,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,6,6,0,0,0,0,0,172
JHARKHAND,CHATRA,2014,18,0,0,0,18,0,18,11,31,0,0,0,31,0,62,19,0,0,0,0,19,8,0,0,0,8,24,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,0,0,0,62,0,0,0,0,0,0,0,0,0,0,251
JHARKHAND,DEOGHAR,2014,25,0,0,0,25,0,25,0,63,0,0,0,63,0,28,21,6,15,0,0,0,0,0,0,0,0,138,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,398
JHARKHAND,DHANBAD,2014,54,0,0,0,54,4,50,21,148,0,0,0,148,0,28,54,0,0,0,0,54,0,0,0,0,0,99,0,11,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,13,598
JHARKHAND,DHANBAD RAILWAY,2014,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
JHARKHAND,DUMKA,2014,39,0,0,0,39,2,37,16,16,0,0,0,16,0,11,9,0,3,0,2,4,4,0,0,0,4,55,0,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,11,0,0,27,20,0,0,0,0,0,0,0,0,0,0,224
JHARKHAND,GARHWA,2014,50,0,0,0,50,0,50,10,82,0,0,0,80,2,25,19,19,0,0,0,0,0,0,0,0,0,45,0,12,40,0,0,17,17,0,0,0,0,0,0,0,3,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,365
JHARKHAND,GIRIDIH,2014,58,0,0,0,58,0,58,27,0,0,0,0,0,0,40,39,39,0,0,0,0,0,0,0,0,0,176,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2,0,1,0,0,0,0,0,0,0,502
JHARKHAND,GODDA,2014,34,0,0,0,34,0,34,0,17,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,209
JHARKHAND,GUMLA,2014,67,0,0,0,67,6,61,0,40,2,2,0,36,0,1,15,0,6,0,0,9,0,0,0,0,0,24,0,40,2,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,54,26,0,0,0,0,0,0,0,0,0,0,316
JHARKHAND,HAZARIBAGH,2014,52,0,0,0,52,7,45,7,26,0,0,0,26,0,23,50,0,0,0,0,50,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,329
JHARKHAND,JAMSHEDPUR,2014,55,0,0,0,55,0,55,21,70,1,0,1,64,4,13,47,11,9,0,0,27,2,0,1,0,1,110,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,3,0,0,0,0,0,0,0,562
JHARKHAND,JAMSHEDPUR RAILWAY,2014,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12
JHARKHAND,JAMTARA,2014,27,0,0,0,27,1,26,19,24,7,0,0,14,3,10,29,1,22,0,0,6,0,0,0,0,0,70,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,1,0,1,0,0,0,0,221
JHARKHAND,KHUNTI,2014,7,0,0,0,7,0,7,2,8,2,0,0,5,1,2,3,0,0,0,0,3,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,14,0,0,0,0,0,0,0,0,0,0,78
JHARKHAND,KODERMA,2014,15,0,0,0,15,0,15,0,15,0,0,0,13,2,16,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,2,127
JHARKHAND,LATEHAR,2014,25,0,0,0,25,4,21,0,11,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,119
JHARKHAND,LOHARDAGGA,2014,43,0,0,0,43,0,43,0,19,0,0,0,19,0,2,5,0,0,0,0,5,0,0,0,0,0,24,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,137
JHARKHAND,PAKUR,2014,55,0,0,0,55,3,52,6,11,0,0,0,11,0,1,12,5,4,0,0,3,0,0,0,0,0,91,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,13,60,0,0,0,0,0,0,0,0,0,10,264
JHARKHAND,PALAMU,2014,44,0,0,0,44,4,40,6,23,0,0,0,23,0,19,15,15,0,0,0,0,0,0,0,0,0,42,0,16,15,4,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,193
JHARKHAND,RAMGARH,2014,48,0,0,0,48,2,46,11,29,0,0,0,18,11,11,20,7,5,0,3,5,2,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,1,0,0,0,0,0,0,0,281
JHARKHAND,RANCHI,2014,75,0,0,0,75,6,69,0,76,0,0,0,72,4,13,1,0,0,0,0,1,2,0,0,0,2,48,0,8,5,0,0,18,18,0,0,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,275
JHARKHAND,SAHEBGANJ,2014,87,0,0,0,87,7,80,0,40,0,0,0,40,0,4,20,0,0,0,0,20,0,0,0,0,0,75,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,316
JHARKHAND,SARAIKELA,2014,31,0,0,0,31,1,30,38,7,0,0,1,2,4,7,27,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,179
JHARKHAND,SIMDEGA,2014,24,0,0,0,24,0,24,2,3,0,0,0,2,1,1,5,0,0,0,0,5,0,0,0,0,0,13,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,80
JHARKHAND,TOTAL,2014,1050,0,0,0,1050,52,998,208,885,26,2,2,819,36,350,440,114,65,0,5,256,18,0,1,0,17,1462,2,211,89,4,1,63,61,1,1,0,0,3,1,2,7,5,112,1,0,95,1538,2,0,5,11,6,1,0,0,4,25,6587
KARNATAKA,BAGALKOT,2014,22,0,0,0,22,0,22,0,17,0,0,0,0,17,4,96,0,0,0,0,96,1,0,0,0,1,53,0,14,5,0,0,5,5,0,0,0,0,1,0,1,7,0,0,15,0,0,26,0,0,0,2,2,0,0,0,0,2,270
KARNATAKA,BENGALURU CITY,2014,104,0,0,0,104,8,96,4,618,565,0,4,11,38,57,680,53,8,4,19,596,57,1,2,1,53,490,0,83,62,0,0,23,22,0,1,0,0,5,0,5,603,3,7,80,0,719,774,0,0,0,213,69,2,24,14,104,280,4862
KARNATAKA,BENGALURU DISTRICT,2014,60,0,0,0,60,0,60,0,69,0,0,0,69,0,22,135,0,0,0,0,135,0,0,0,0,0,97,0,10,0,0,0,2,2,0,0,0,0,0,0,0,47,0,0,0,0,0,40,0,0,0,8,0,0,0,0,8,0,490
KARNATAKA,BELAGAVI DISTRICT,2014,59,0,0,0,59,0,59,1,23,0,0,0,6,17,4,233,23,0,0,2,208,4,0,2,0,2,162,0,26,34,1,0,26,26,0,0,0,0,3,0,3,23,1,0,9,0,175,9,0,0,0,1,0,0,0,0,1,0,794
KARNATAKA,BALLARI,2014,48,0,0,0,48,0,48,0,13,4,0,0,3,6,12,121,0,0,0,0,121,0,0,0,0,0,72,0,27,18,3,0,32,32,0,0,0,0,3,0,3,25,0,0,0,0,0,81,0,0,0,5,0,0,0,0,5,0,460
KARNATAKA,BIDAR,2014,33,0,0,0,33,0,33,8,42,4,0,0,16,22,10,82,0,0,0,0,82,11,0,0,0,11,106,0,17,8,1,1,0,0,0,0,0,0,0,0,0,19,0,0,3,0,11,29,0,0,0,5,4,1,0,0,0,26,412
KARNATAKA,VIJAYAPURA,2014,45,0,0,0,45,0,45,0,14,5,0,0,2,7,7,127,24,21,0,2,80,0,0,0,0,0,122,0,24,28,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,409
KARNATAKA,CHIKKABALLAPURA,2014,36,0,0,0,36,0,36,0,13,0,0,0,4,9,10,106,0,0,0,0,106,8,0,0,0,8,26,0,14,12,0,0,5,4,1,0,0,0,1,0,1,16,0,0,12,0,0,37,0,0,0,6,6,0,0,0,0,0,302
KARNATAKA,CHAMARAJNAGAR,2014,11,0,0,0,11,0,11,0,18,8,0,1,3,6,5,92,2,21,0,1,68,1,0,0,0,1,15,0,6,5,4,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,2,0,169
KARNATAKA,CHIKKAMAGALURU,2014,30,0,0,0,30,2,28,0,8,5,0,0,3,0,5,172,0,0,0,0,172,2,0,0,0,2,110,0,24,8,0,0,2,2,0,0,0,0,2,0,2,5,0,0,0,0,0,32,0,0,0,5,0,0,0,0,5,53,458
KARNATAKA,CHITRADURGA,2014,24,0,0,0,24,0,24,0,24,0,0,0,0,24,17,241,0,0,0,0,241,5,1,4,0,0,77,0,12,2,2,0,3,3,0,0,0,0,1,0,1,14,0,0,0,0,0,31,0,0,0,4,0,0,0,0,4,0,457
KARNATAKA,DAKSHINA KANNADA,2014,40,0,0,0,40,1,39,1,6,2,0,0,2,2,1,70,8,2,0,2,58,4,0,1,0,3,32,0,10,7,0,0,3,3,0,0,0,0,0,0,0,10,2,0,1,0,1,4,0,0,0,2,2,0,0,0,0,0,194
KARNATAKA,DAVANAGERE,2014,40,0,0,0,40,1,39,0,53,24,0,0,15,14,9,211,27,57,0,2,125,2,0,0,0,2,87,0,28,17,0,0,8,8,0,0,0,0,0,0,0,30,0,0,17,0,2,62,0,0,0,3,3,0,0,0,0,0,569
KARNATAKA,DHARWAD,2014,23,0,0,0,23,0,23,0,6,6,0,0,0,0,3,32,4,0,0,2,26,0,0,0,0,0,15,0,10,4,0,1,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,105
KARNATAKA,GADAG,2014,15,0,0,0,15,0,15,0,9,0,0,0,0,9,2,31,0,0,0,0,31,0,0,0,0,0,22,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,10,0,0,0,1,1,0,0,0,0,0,103
KARNATAKA,KALABURGI,2014,53,0,0,0,53,2,51,0,37,0,0,0,7,30,14,145,0,0,0,0,145,11,0,0,0,11,127,0,22,17,0,0,24,24,0,0,0,0,2,0,2,16,0,0,2,0,82,49,0,0,0,8,0,0,0,0,8,0,609
KARNATAKA,HASSAN,2014,63,0,0,0,63,1,62,0,43,0,0,0,0,43,11,251,0,0,0,0,251,0,0,0,0,0,103,0,21,24,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,15,0,0,0,0,15,0,564
KARNATAKA,HAVERI,2014,40,0,0,0,40,0,40,0,12,0,0,0,0,12,10,94,0,0,0,0,94,3,0,0,0,3,44,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,21,0,0,0,3,0,0,0,0,3,0,265
KARNATAKA,HUBBALLI DHARWAD CITY,2014,21,0,0,0,21,0,21,0,28,0,0,0,2,26,7,31,3,0,0,0,28,3,0,0,0,3,39,0,11,10,0,0,4,4,0,0,0,0,0,0,0,55,0,1,5,0,7,0,0,0,0,10,9,0,0,1,0,0,232
KARNATAKA,K.G.F.,2014,20,0,0,0,20,1,19,1,8,5,0,0,1,2,1,21,5,1,0,1,14,1,0,0,0,1,14,0,6,5,0,0,1,1,0,0,0,0,0,0,0,11,1,0,1,0,0,16,0,0,0,0,0,0,0,0,0,1,108
KARNATAKA,KODAGU,2014,25,0,0,0,25,0,25,0,6,0,0,0,0,6,1,60,0,0,0,0,60,5,1,0,0,4,40,0,11,3,0,0,4,4,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,166
KARNATAKA,KOLAR,2014,32,0,0,0,32,1,31,0,6,0,0,0,3,3,8,67,13,7,0,3,44,0,0,0,0,0,21,0,8,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,177
KARNATAKA,KOPPAL,2014,28,0,0,0,28,0,28,0,31,0,0,0,0,31,4,34,0,0,0,0,34,0,0,0,0,0,50,0,2,0,0,0,20,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
KARNATAKA,MANDYA,2014,36,0,0,0,36,0,36,2,61,42,0,0,7,12,11,278,0,0,0,0,278,12,0,0,0,12,143,0,15,18,1,0,8,8,0,0,0,0,0,0,0,44,1,0,0,0,0,26,0,0,0,11,0,0,0,6,5,0,667
KARNATAKA,MANGALURU CITY,2014,25,0,0,0,25,0,25,0,10,0,0,0,0,10,1,72,0,0,0,0,72,2,0,0,0,2,56,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,212
KARNATAKA,MYSURU CITY,2014,41,0,0,0,41,0,41,1,23,0,0,3,9,11,3,87,10,21,2,4,50,4,0,0,0,4,51,0,11,8,0,0,2,2,0,0,0,0,1,0,1,48,0,0,0,0,0,112,0,0,0,33,0,0,0,0,33,0,425
KARNATAKA,MYSURU DISTRICT,2014,41,0,0,0,41,0,41,0,49,0,0,0,5,44,20,201,0,0,0,0,201,5,0,0,0,5,107,0,20,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,23,0,0,0,13,0,0,13,0,0,0,488
KARNATAKA,RAICHUR,2014,55,0,0,0,55,1,54,2,30,12,0,0,6,12,5,198,0,0,0,0,198,4,0,0,0,4,134,0,29,6,1,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,73,0,0,0,3,0,0,0,0,3,0,557
KARNATAKA,K.RAILWAYS,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
